,netflix_id,amazon_id,disney_id,en_title,title,orig_lang,release_year,duration,score,genre,overview,rating_score
3736,s1904,-,-,An Ordinary Man,An Ordinary Man,English,2017,91,64.0,"['Action', 'Drama', 'War']",A war criminal in hiding forms a relationship with his only connection to the outside world - his maid.,Average
3790,s6164,-,-,Angel Eyes,Angel Eyes,English,2001,103,61.0,"['Drama', 'Romance', 'Thriller']","A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice.",Average
3792,s2708,-,-,Angel Has Fallen,Angel Has Fallen,English,2019,121,65.0,"['Action', 'Thriller']","After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",Good
3793,-,s4794,-,Angel Heart,Angel Heart,English,1987,113,71.0,"['Horror', 'Mystery']","Down-and-out private detective Harry Angel is ordered by the mysterious Louis Cyphre to go on a mission to find a missing person. His routine failure soon leads to a bloody spar with himself, as he goes on a supernatural journey into his own soul.",Good
3801,-,s3255,-,Angela's Ashes,Angela's Ashes,English,2000,146,72.0,['Drama'],"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.",Good
3804,s1611,-,-,Angels & Demons,Angels & Demons,English,2009,139,67.0,"['Thriller', 'Mystery']","Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave.",Good
3807,s6165,-,-,Anger Management,Anger Management,English,2003,105,61.0,['Comedy'],"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",Average
3854,-,s7581,-,Annette,Annette,English,2021,140,68.0,"['Drama', 'Romance']","The story of Henry, a stand-up comedian with a fierce sense of humour and Ann, a singer of international renown. In the spotlight, they are the perfect couple, healthy, happy, and glamourous. The birth of their first child, Annette, a mysterious girl with an exceptional destiny, will change their lives.",Good
3858,-,s7050,-,Annie Hall,Annie Hall,English,1977,93,78.0,"['Comedy', 'Drama', 'Romance']",New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,Good
3861,s4876,-,-,Anon,Anon,English,2018,100,59.0,['Science Fiction'],"Set in a near-future world where there is no privacy, ignorance or anonymity, our private memories are recorded and crime almost ceases to exist. In trying to solve a series of unsolved murders, Sal Frieland stumbles onto a young woman who appears to have subverted the system and disappeared. She has no identity, no history and no record. Sal realizes it may not be the end of crime but the beginning. Known only as 'The Girl', Sal must find her before he becomes the next victim.",Average
3875,s6172,-,-,Ant-Man and the Wasp,AntMan and the Wasp,English,2018,118,70.0,"['Action', 'Adventure', 'Science Fiction']","Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",Good
3925,s6181,-,-,Apollo 18,Apollo 18,English,2011,87,53.0,"['Horror', 'Thriller', 'Science Fiction']","Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies its authenticity, others say it's the real reason we've never gone back to the moon.",Bad
3929,s4511,-,-,Apostle,Apostle,English,2018,130,61.0,"['Horror', 'Mystery', 'Thriller', 'Drama']","In 1905, a man travels to a remote island in search of his missing sister who has been kidnapped by a mysterious religious cult.",Average
3942,-,-,s1444,Aquamarine,Aquamarine,English,2006,104,64.0,"['Fantasy', 'Romance', 'Family', 'Comedy']","Two teenage girls discover that mermaids really do exist after a violent storm washes one ashore. The mermaid, a sassy creature named Aquamarine, is determined to prove to her father that real love exists, and enlists the girls' help in winning the heart of a handsome lifeguard.",Average
3955,s2563,-,-,Arctic Dogs,Arctic Dogs,English,2019,93,63.0,"['Animation', 'Adventure', 'Comedy']",Animals band together to save the day when the evil Otto Von Walrus hatches a sinister scheme to accelerate global warming and melt the Arctic Circle.,Average
3981,s1025,-,-,Arlo the Alligator Boy,Arlo the Alligator Boy,English,2021,93,67.0,"['Animation', 'Comedy', 'Family']","Upon learning that he is from New York City, a wide-eyed boy, who is half human and half alligator, decides to leave his sheltered life in the swamp and search for his long lost father. A musical adventure.",Good
3982,-,s8162,-,Armageddon,Armageddon,English,1998,151,68.0,"['Action', 'Thriller', 'Science Fiction', 'Adventure']","When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",Good
3992,s854,-,-,Army of the Dead,Army of the Dead,English,2021,148,63.0,"['Action', 'Crime', 'Horror', 'Thriller']","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",Average
3996,-,-,s629,Around the World in 80 Days,Around the World in 80 Days,English,2004,121,59.0,"['Action', 'Adventure', 'Comedy']","A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",Average
4020,-,-,s503,Artemis Fowl,Artemis Fowl,English,2020,96,56.0,"['Adventure', 'Fantasy', 'Science Fiction', 'Family', 'Action']",Artemis Fowl is a 12-year-old genius and descendant of a long line of criminal masterminds. He soon finds himself in an epic battle against a race of powerful underground fairies who may be behind his father's disappearance.,Average
4021,s6186,-,-,Arthur,Arthur,English,2011,110,56.0,"['Comedy', 'Romance']",A drunken playboy stands to lose a wealthy inheritance when he falls for a woman that his family doesn't like.,Average
4022,-,s8869,-,Arthur & Merlin: Knights of Camelot,Arthur & Merlin Knights of Camelot,English,2020,91,53.0,"['Adventure', 'History', 'Action']",King Arthur returns home after fighting the Roman Empire. His illegitimate son has corrupted the throne of Camelot and King Arthur must reunite with the wizard Merlin and the Knights of the Round Table to fight to get back his crown.,Bad
4023,s6187,-,-,Arthur Christmas,Arthur Christmas,English,2011,98,68.0,"['Drama', 'Animation', 'Family', 'Comedy']","This movie reveals the incredible, never-before seen answer to every child's question: ""So how does Santa deliver all those presents in one night?"" The answer: Santa's (Jim Broadbent's) exhilarating, ultra-high-tech operation hidden beneath the North Pole. But at the center of this movie is a story about a family in a state of comic dysfunction and an unlikely hero, Arthur (James McAvoy), with an urgent mission that must be completed before Christmas morning dawns.",Good
4031,s6188,-,-,"As Above, So Below","As Above, So Below",English,2014,93,67.0,"['Horror', 'Thriller']","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",Good
4069,-,s3922,-,Assault on Wall Street,Assault on Wall Street,English,2013,99,59.0,"['Drama', 'Thriller', 'Action']","Jim is an average New Yorker living a peaceful life with a well paying job and a loving family. Suddenly, everything changes when the economy crashes causing Jim to lose everything. Filled with anger and rage, Jim snaps and goes to extreme lengths to seek revenge for the life taken from him.",Average
4070,s6190,-,-,Assimilate,Assimilate,English,2019,94,65.0,"['Horror', 'Thriller', 'Science Fiction']",Three friends making a web series about their town discover that their neighbors are being killed and replaced by creatures who are perfect copies of their victims.,Good
4081,s1146,-,-,At Eternity's Gate,At Eternity's Gate,English,2018,111,69.0,['Drama'],"Famed but tormented artist Vincent van Gogh spends his final years in Arles, France, painting masterworks of the natural world that surrounds him.",Good
4094,-,-,s734,Atlantis: The Lost Empire,Atlantis The Lost Empire,English,2001,98,70.0,"['Animation', 'Family', 'Adventure', 'Science Fiction']","The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the team's mission must switch from exploring Atlantis to protecting it.",Good
